Source,Target,Weight
50,56,0.4724555912615341
50,60,0.5892556509887895
50,64,0.4472135954999579
50,68,0.408248290463863
50,69,0.408248290463863
50,71,0.4714045207910316
50,73,0.41666666666666663
50,101,0.5773502691896258
50,248,0.4714045207910316
50,359,0.4999999999999999
50,361,0.43301270189221935
50,671,0.42874646285627205
50,688,0.533001790889026
50,689,0.4008918628686365
50,695,0.4008918628686365
50,726,0.6324555320336758
50,739,0.37499999999999994
50,754,0.5773502691896258
50,781,0.5103103630798288
50,792,0.5773502691896258
50,840,0.7499999999999999
50,912,0.4008918628686365
51,20,0.7171371656006361
51,35,0.6139406135149205
51,36,0.4216370213557839
51,41,0.7
51,45,0.4780914437337574
51,46,0.7302967433402215
51,50,0.5590169943749475
51,52,0.6324555320336759
51,54,0.6067798762169179
51,56,0.50709255283711
51,60,0.4216370213557839
51,64,0.39999999999999997
51,71,0.5270462766947299
51,73,0.372677996249965
51,76,0.4242640687119285
51,81,0.6324555320336759
51,101,0.5163977794943223
51,359,0.4472135954999579
51,361,0.38729833462074176
51,671,0.38348249442368526
51,726,0.565685424949238
51,754,0.5163977794943223
51,781,0.45643546458763845
51,792,0.5163977794943223
51,801,0.372677996249965
51,840,0.5590169943749475
52,9,0.4472135954999579
52,20,0.7559289460184544
52,23,0.4472135954999579
52,35,0.5547001962252291
52,36,0.6666666666666666
52,41,0.6324555320336759
52,46,0.5773502691896258
52,50,0.7071067811865475
52,51,0.6324555320336759
52,54,0.533001790889026
52,55,0.5
52,56,0.5345224838248488
52,60,0.6666666666666666
52,64,0.4743416490252569
52,68,0.5773502691896258
52,69,0.5773502691896258
52,71,0.6666666666666666
52,73,0.47140452079103173
52,76,0.4472135954999579
52,90,0.3779644730092272
52,92,0.4082482904638631
52,99,0.43301270189221935
52,101,0.8164965809277261
52,359,0.7071067811865475
52,360,0.5144957554275265
52,361,0.6123724356957946
52,412,0.41602514716892186
52,425,0.3779644730092272
52,436,0.4472135954999579
52,671,0.6063390625908325
52,689,0.3779644730092272
52,692,0.4082482904638631
52,695,0.3779644730092272
52,726,0.8944271909999159
52,739,0.5303300858899106
52,754,0.8164965809277261
52,781,0.5773502691896258
52,792,0.8164965809277261
52,840,0.7071067811865475
52,879,0.4008918628686366
52,912,0.5669467095138407
52,915,0.5
52,929,0.4472135954999579
52,931,0.5
53,179,0.7071067811865475
53,181,0.408248290463863
53,239,0.4999999999999999
53,421,0.4999999999999999
53,423,0.7071067811865475
53,554,0.408248290463863
53,691,0.7071067811865475
53,746,0.4999999999999999
54,20,0.5640760748177661
54,35,0.47304991679126607
54,36,0.4974683381630909
54,41,0.5393598899705936
54,46,0.5539117094069973
54,50,0.45226701686664533
54,51,0.6067798762169179
54,52,0.533001790889026
54,56,0.45584230583855173
54,60,0.4974683381630909
54,71,0.4264014327112208
54,73,0.40201512610368484
54,92,0.4351941398892446
54,99,0.43082021842766455
54,101,0.4351941398892446
54,359,0.45226701686664533
54,360,0.4387634544762783
54,726,0.4767312946227961
54,754,0.4351941398892446
54,781,0.4923659639173309
54,792,0.4351941398892446
54,840,0.37688918072220445
55,20,0.3779644730092272
55,52,0.5
55,68,0.5773502691896258
55,101,0.4082482904638631
55,359,0.7071067811865475
55,360,0.44589632137052293
55,361,0.6531972647421809
55,412,0.38829013735766044
55,726,0.4472135954999579
55,754,0.4082482904638631
55,792,0.4082482904638631
55,840,0.49497474683058323
55,929,0.4472135954999579
56,20,0.6060915267313264
56,35,0.44474958999666075
56,41,0.6761234037828132
56,46,0.4629100498862758
56,50,0.4724555912615341
56,51,0.50709255283711
56,52,0.5345224838248488
56,54,0.45584230583855173
56,68,0.4629100498862758
56,71,0.5345224838248488
56,97,0.37796447300922725
56,101,0.4364357804719849
56,359,0.3779644730092272
56,412,0.37062465833055064
56,726,0.4780914437337575
56,754,0.4364357804719849
56,792,0.4364357804719849
56,840,0.4724555912615341
57,23,0.4472135954999579
59,36,0.6024640760767093
59,60,0.6024640760767093
59,73,0.4260064336151292
59,331,0.38729833462074165
59,394,0.4303314829119351
59,402,0.4879500364742665
59,417,0.37267799624996495
59,418,0.3903600291794132
59,639,0.4303314829119351
59,688,0.5449492609130661
59,689,0.4879500364742665
59,690,0.3892494720807615
59,695,0.4879500364742665
59,703,0.3892494720807615
59,707,0.4303314829119351
59,708,0.48989794855663554
59,748,0.3892494720807615
59,781,0.521749194749951
60,20,0.5039526306789696
60,23,0.44721359549995787
60,35,0.5547001962252291
